Politician,Ticker,Annualized Percentage Profit,Purchase Transaction IDs,Sell Transaction IDs,Total Purchase Amount,Total Sell Amount
Kathy Manning,GOOGL,0.0,"[20003755700, 20003753315, 20003753316]","[20003751245, 20003751246]",24000.0,16000.0
Kathy Manning,GOOGL,0.0,"[20003751247, 20003751248, 20003751249, 20003751250, 20003751251]",[20001641423],40000.0,8000.0
Kathy Manning,HD,-259.4584850701329,"[20003753354, 20003751319]",[20003751320],16000.0,8000.0
Kathy Manning,INTU,0.0,"[20003763404, 20003763405, 20003755723, 20003751326, 20003751327, 20003751328]","[20003713127, 20003713128, 20001641429]",48000.0,24000.0
Kathy Manning,ISRG,0.0,[20003754022],[20003749197],8000.0,8000.0
Kathy Manning,ISRG,0.0,[20003715052],"[20003713129, 20003713130]",8000.0,16000.0
Kathy Manning,JNJ,0.0,"[20003770494, 20003755726]",[20003754023],16000.0,8000.0
Kathy Manning,JNJ,0.0,"[20003753358, 20003751329, 20003751330]",[20001641430],24000.0,8000.0
Kathy Manning,LMT,0.0,"[20003770500, 20003770501]","[20003763409, 20003763410, 20003763411]",16000.0,24000.0
Kathy Manning,LMT,0.0,[20003751343],[20003751344],8000.0,8000.0
Kathy Manning,LRCX,0.0,[20003763408],[20003755728],8000.0,8000.0
Kathy Manning,MDT,0.0,"[20003770505, 20003770506, 20003770507]","[20003770279, 20003770280, 20003770281]",48500.0,48500.0
Kathy Manning,META,0.0,"[20003753371, 20003751359]","[20003715053, 20003713138]",16000.0,83000.0
Kathy Manning,MRK,0.0,"[20003770508, 20003770509, 20003770510, 20003754024]",[20003753370],56500.0,8000.0
Kathy Manning,MSFT,0.0,"[20003770514, 20003770515, 20003770516, 20003763415, 20003763416, 20003763417, 20003755733]",[20003754025],80500.0,8000.0
Kathy Manning,MSFT,0.0,"[20003753373, 20003751363, 20003751364, 20003751365, 20003751366, 20003751367]",[20003713139],72500.0,8000.0
Kathy Manning,NKE,0.0,"[20003770520, 20003770521, 20003770522]","[20003763418, 20003763419, 20003755734]",24000.0,24000.0
Kathy Manning,NKE,90.43731573183851,"[20003751369, 20003751370]","[20003751371, 20003751372]",16000.0,16000.0
Kathy Manning,NVDA,0.0,"[20003763420, 20003763421, 20003755735, 20003753375, 20003751374, 20003751375, 20003751376, 20003751377]",[20003749200],88500.0,8000.0
Kathy Manning,NVDA,0.0,[20003715056],"[20003713143, 20003713144]",8000.0,16000.0
Kathy Manning,NVDA,202.9235117203199,[20003713145],"[20003713146, 20003713147, 20003713148, 20003713149, 20003713150]",8000.0,64500.0
Kathy Manning,PFE,0.0,"[20003763426, 20003755737]",[20003754026],16000.0,8000.0
Kathy Manning,PG,0.0,"[20003770524, 20003770525, 20003770526]",[20003763427],24000.0,8000.0
Kathy Manning,PG,0.0,[20003755739],[20003754027],8000.0,8000.0
Kathy Manning,PYPL,0.0,"[20003763424, 20003763425, 20003751382, 20003751383, 20003751384]",[20003720036],40000.0,75000.0
Kathy Manning,QCOM,0.0,"[20003763428, 20003763429, 20003763430]",[20003755740],24000.0,8000.0
Kathy Manning,SBUX,0.0,[20003751400],"[20003751401, 20003751402, 20001641434, 20001641435]",8000.0,32000.0
Kathy Manning,SYY,0.0,"[20003770541, 20003770542]",[20003751404],16000.0,8000.0
Kathy Manning,T,0.0,[20003754018],"[20003753325, 20003753326]",8000.0,16000.0
Kathy Manning,TJX,0.0,"[20003770543, 20003770544, 20003770545]","[20003763434, 20003763435, 20003763436]",24000.0,24000.0
Kathy Manning,TJX,0.0,"[20003751409, 20003751410, 20003751411]",[20001641436],24000.0,8000.0
Kathy Manning,TSLA,0.0,[20003755744],[20003754032],8000.0,8000.0
Kathy Manning,V,0.0,"[20003751415, 20003751416]","[20003749204, 20003724452, 20003721163, 20003721164]",16000.0,99000.0
Kathy Manning,V,0.0,[20003713163],[20001641438],8000.0,8000.0
Kathy Manning,WMT,0.0,"[20003770547, 20003770548]",[20003763437],16000.0,8000.0
Kathy Manning,WMT,0.0,[20003751417],[20003751418],8000.0,8000.0
Kevin Hern,ACN,0.0,"[20003771574, 20003769563, 20003767262, 20003763831, 20003761137]",[20003758962],40000.0,8000.0
Kevin Hern,COST,0.0,[20003770920],[20003758971],8000.0,8000.0
Kevin Hern,HD,0.0,"[20003771820, 20003771821, 20003770254, 20003770255, 20003767907, 20003767908, 20003765428, 20003765429, 20003761548, 20003761549]",[20003758979],80000.0,8000.0
Kevin Hern,INTC,0.0,[20003761550],[20003758983],8000.0,8000.0
Kevin Hern,JNJ,0.0,"[20003771822, 20003770256, 20003767909, 20003765430, 20003761551]",[20003758985],40000.0,8000.0
Kevin Hern,JPM,0.0,"[20003770923, 20003769218, 20003766626, 20003762945]",[20003758986],32000.0,8000.0
Kevin Hern,LIN,0.0,"[20003771823, 20003770257, 20003767910, 20003765431, 20003761552]",[20003758988],40000.0,8000.0
Kevin Hern,LMT,0.0,"[20003771824, 20003770258, 20003765432, 20003761553]",[20003758989],32000.0,8000.0
Kevin Hern,MMC,0.0,"[20003771576, 20003769565, 20003767265]",[20003757682],24000.0,8000.0
Kevin Hern,NEE,0.0,"[20003771825, 20003770259, 20003767914, 20003765433, 20003761554]",[20003758995],40000.0,8000.0
Kevin Hern,PXD,0.0,"[20003771826, 20003770260, 20003767915, 20003765434, 20003761555]",[20003761140],40000.0,3000000.0
Kevin Hern,ROK,0.0,"[20003771827, 20003770261, 20003767916, 20003765436, 20003761557]",[20003759003],40000.0,8000.0
Kevin Hern,RTX,0.0,"[20003771828, 20003770262, 20003767917, 20003765435, 20003761556]",[20003759001],40000.0,8000.0
Kevin Hern,TXN,0.0,"[20003771579, 20003771580, 20003769568, 20003769569, 20003767267, 20003763834, 20003761141]",[20003759005],56000.0,8000.0
Kurt Schrader,ADBE,0.0,[20003707096],[20001657053],8000.0,8000.0
Kurt Schrader,AON,0.0,[20003723706],"[20003710944, 20003710960, 20003697168]",8000.0,24000.0
Kurt Schrader,BAWAX,0.0,[20003697180],"[20003697188, 20003679978]",8000.0,16000.0
Kurt Schrader,BLK,0.0,[20003757714],[20003757750],8000.0,32500.0
Kurt Schrader,CFJAX,0.0,[20003556927],[20001657058],8000.0,8000.0
Kurt Schrader,ESGU,0.0,[20003556928],"[20001657057, 20001657059]",8000.0,16000.0
Kurt Schrader,HD,0.0,[20003757703],"[20003710958, 20003697167]",8000.0,16000.0
Kurt Schrader,JNJ,0.0,[20003757728],[20002177514],8000.0,8000.0
Kurt Schrader,JPM,0.0,"[20003757700, 20003723708]",[20003697173],16000.0,8000.0
Kurt Schrader,JPM,0.0,[20003697179],[20002177522],8000.0,8000.0
Kurt Schrader,MSFT,0.0,[20003757699],"[20003757764, 20003710951]",8000.0,16000.0
Kurt Schrader,MSFT,0.0,[20003697185],"[20003679974, 20003679979]",8000.0,40500.0
Kurt Schrader,NULC,0.0,[20003715005],[20003710961],8000.0,8000.0
Kurt Schrader,NULC,0.0,[20003697178],[20003697186],8000.0,8000.0
Kurt Schrader,OWLSX,0.0,[20003714791],[20003679986],32500.0,8000.0
Kurt Schrader,PEP,0.0,"[20003757733, 20003757740]",[20002177509],16000.0,8000.0
Kurt Schrader,SE,0.0,[20003710946],"[20003697166, 20001657052, 20001642529]",8000.0,24000.0
Kurt Schrader,SLV,0.0,[20003697177],[20003697187],8000.0,8000.0
Kurt Schrader,SPY,0.0,[20003770164],"[20003723714, 20003720028, 20003719969]",8000.0,24000.0
Kurt Schrader,TXN,0.0,[20003757709],[20003714996],8000.0,8000.0
Kurt Schrader,UNP,0.0,"[20003720026, 20003719967]","[20003710952, 20003708058]",16000.0,16000.0
Kurt Schrader,VZ,0.0,[20003714998],"[20002177508, 20002177511]",8000.0,16000.0
Kurt Schrader,WMT,0.0,[20003724430],[20003715000],8000.0,8000.0
Lois Frankel,ABBV,102.07533645984579,"[20003767773, 20003767774]",[20003767775],16000.0,8000.0
Lois Frankel,ACN,0.0,[20003758607],"[20003753443, 20003753444]",8000.0,16000.0
Lois Frankel,ACN,0.0,[20003720003],[20003708784],8000.0,8000.0
Lois Frankel,ADI,0.0,[20003753445],[20003752190],8000.0,8000.0
Lois Frankel,BSX,0.0,[20003764792],"[20003764793, 20003763170, 20003763171, 20003762496]",8000.0,32000.0
Lois Frankel,C,0.0,"[20003761507, 20003761508]","[20003739571, 20003739572, 20003721110, 20003721111, 20003714194]",16000.0,40000.0
Lois Frankel,CI,0.0,"[20003764807, 20003762504]","[20003756280, 20003748967]",16000.0,16000.0
Lois Frankel,DD,0.0,[20003765634],[20003758439],8000.0,8000.0
Lois Frankel,DUK,0.0,[20003765633],[20003750440],8000.0,8000.0
Lois Frankel,HES,0.0,"[20003713233, 20003713234]","[20001636413, 20001622627]",16000.0,16000.0
Lois Frankel,JNJ,0.0,[20003761123],"[20003756285, 20003739575, 20003739576]",8000.0,24000.0
Lois Frankel,PNC,0.0,"[20003763177, 20003763178]","[20003761511, 20003761512, 20003761513, 20003705827]",16000.0,32000.0
Lois Frankel,PPG,0.0,"[20003714210, 20003713241]",[20001636417],16000.0,8000.0
Lois Frankel,TT,0.0,[20003752205],"[20003750443, 20003705828, 20003705829]",8000.0,24000.0
Marie Newman,AAPL,61.0015244819233,[20003708037],[20003708038],32500.0,32500.0
Marie Newman,AAPL,0.0,[20003677844],[20003549952],32500.0,32500.0
Marie Newman,CHWY,324.96208305397676,[20003549954],[20003549955],8000.0,8000.0
Marie Newman,CHWY,0.0,[20001641475],[20001641476],32500.0,32500.0
Marie Newman,COIN,0.0,[20003710937],"[20003708951, 20003708039]",8000.0,16000.0
Marie Newman,COIN,0.0,[20003708040],[20003708041],32500.0,75000.0
Marie Newman,COIN,0.0,[20003708042],[20003707077],32500.0,8000.0
Marie Newman,COIN,0.0,[20003694408],"[20003677849, 20003677850]",32500.0,65000.0
Marie Newman,COIN,0.0,[20003677851],[20003677852],32500.0,8000.0
Marie Newman,COIN,0.0,"[20003549956, 20003549957, 20003549958, 20001641478]",[20001641479],105500.0,32500.0
Marie Newman,CRM,0.0,[20003708044],[20003677858],32500.0,32500.0
Marie Newman,CRM,0.0,[20003549965],[20002193617],32500.0,32500.0
Marie Newman,EA,99.99255697167911,[20001633705],[20001633706],8000.0,8000.0
Marie Newman,FDX,0.0,[20001641481],"[20001641482, 20001633707]",32500.0,65000.0
Marie Newman,FDX,0.0,"[20001633708, 20001633710]",[20001633711],65000.0,32500.0
Marie Newman,FDX,243.75983326589886,[20001633712],[20001633713],32500.0,32500.0
Marie Newman,JNJ,138.23696877086087,[20001641485],[20001641486],32500.0,32500.0
Marie Newman,LMND,0.0,[20003549961],[20001641487],32500.0,8000.0
Marie Newman,LMND,0.0,[20001633719],[20001633720],8000.0,8000.0
Marie Newman,MET,0.0,"[20003694410, 20003694411]",[20001641488],16000.0,8000.0
Marie Newman,META,105.8761634252301,[20003677854],[20003677855],32500.0,32500.0
Marie Newman,NFLX,247.08257881812355,[20001641490],[20001641491],75000.0,75000.0
Marie Newman,NFLX,0.0,"[20001641492, 20001641493]","[20001641494, 20001641495, 20001641496]",150000.0,158000.0
Marie Newman,PTON,0.0,[20003694412],"[20003694413, 20002193616]",8000.0,16000.0
Marie Newman,PTON,0.0,[20001641498],[20001641499],8000.0,32500.0
Marie Newman,R,0.0,[20003694414],[20001633723],32500.0,8000.0
Marie Newman,SBUX,0.0,"[20003677859, 20003549966]",[20003549967],16000.0,8000.0
Marie Newman,SPOT,454.9421149773753,[20001641500],[20001641501],32500.0,32500.0
Marie Newman,TGNA,354.1966434737045,[20001641504],[20001641505],8000.0,8000.0
Marie Newman,TSLA,0.0,[20003677860],"[20003677861, 20003549968, 20003549969, 20003549970]",8000.0,166000.0
Marie Newman,TSLA,0.0,[20003549971],"[20002193618, 20002193619, 20001659268]",75000.0,24000.0
Marie Newman,TSLA,0.0,"[20001659269, 20001641506]","[20001641507, 20001641508, 20001641509, 20001641510]",150000.0,233000.0
Marie Newman,TSLA,0.0,[20001641511],"[20001633724, 20001633725]",8000.0,16000.0
Marie Newman,UPS,108.94662336474366,[20001633729],"[20001633731, 20001633732]",32500.0,65000.0
Marie Newman,W,0.0,[20003549973],[20002193620],32500.0,32500.0
Marie Newman,W,0.0,[20001641513],"[20001641514, 20001633738]",32500.0,40500.0
Marie Newman,WMT,432.9162843539976,[20001633735],[20001633736],8000.0,8000.0
Marie Newman,ZM,0.0,[20003694415],"[20002193621, 20002193622, 20001641516]",32500.0,91000.0
Mark Green,AM,-213.45008407391813,[20003713206],[20003713207],175000.0,3000000.0
Mark Green,AM,0.0,"[20003710151, 20003708914]",[20003690919],1125000.0,375000.0
Mark Green,AM,0.0,"[20003688462, 20003672963]",[20003672964],250000.0,750000.0
Mark Green,AM,0.0,[20002290730],"[20001642631, 20001641518]",375000.0,750000.0
Mark Green,CAPL,0.0,"[20003703998, 20003690920, 20003690921, 20003688463]",[20003672965],515000.0,3000000.0
Mark Green,ENLC,0.0,"[20003714948, 20003714949, 20003714950, 20003713210]",[20003710152],798500.0,750000.0
Mark Green,ENLC,0.0,"[20003708917, 20003688468, 20003688469]","[20003688470, 20002290734, 20002290735]",1100000.0,925000.0
Mark Green,ENLC,0.0,"[20001682371, 20001648609, 20001648610, 20001648611, 20001648612, 20001642635]",[20001633621],598000.0,375000.0
Mark Green,ET,0.0,"[20003720168, 20003715115, 20003715116, 20003713208, 20003713209, 20003710922, 20003710923]","[20003708915, 20003708916]",2800000.0,550000.0
Mark Green,ET,0.0,"[20003672966, 20003672967, 20002290732]","[20002290733, 20001682369, 20001682370]",482500.0,1575000.0
Mark Green,ET,0.0,"[20001648608, 20001642634, 20001641521, 20001641522, 20001641523, 20001641524]",[20001638328],1007500.0,375000.0
Mark Green,GLP,0.0,"[20003690927, 20003690928, 20003688472, 20003688473]",[20001641525],415000.0,175000.0
Mark Green,MPLX,0.0,[20003707641],[20001642636],750000.0,750000.0
Mark Green,NGL,0.0,"[20003765680, 20003763829, 20003763621, 20003763476, 20003761506]","[20003758446, 20003752211]",975000.0,16000.0
Mark Green,NGL,0.0,"[20003750813, 20003710155, 20003710156]",[20003708919],282500.0,32500.0
Mark Green,NS,0.0,"[20003699193, 20003690929, 20003688474, 20003688475]",[20003672968],600000.0,375000.0
Mark Green,PAA,0.0,[20003708923],[20001638331],750000.0,375000.0
Mark Green,USAC,0.0,"[20003710162, 20003708927]",[20003707642],550000.0,375000.0
Mark Green,USAC,0.0,"[20003704001, 20003699196, 20003688481]",[20003672973],725000.0,750000.0
Mark Green,USAC,0.0,[20002290741],[20001642639],175000.0,175000.0
Mark Green,USAC,0.0,[20001642640],[20001641533],175000.0,375000.0
Michael Burgess,AAP,0.0,[20003761130],[20003761131],32500.0,8000.0
Michael Burgess,AAP,0.0,[20003759766],[20003759767],32500.0,8000.0
Michael Burgess,AMZN,0.0,[20003765465],"[20003765466, 20003751192]",32500.0,40500.0
Michael Burgess,AMZN,0.0,[20003749069],[20003749070],32500.0,8000.0
Michael Burgess,BX,0.0,[20003769926],[20003767507],32500.0,32500.0
Michael Burgess,BX,0.0,[20003766891],"[20003765672, 20003765673, 20003764504]",32500.0,73000.0
Michael Burgess,BX,0.0,[20003761132],[20003759768],32500.0,8000.0
Michael Burgess,CC,0.0,"[20003766883, 20003765468]",[20003765469],65000.0,8000.0
Michael Burgess,CI,0.0,[20003761134],[20003708908],32500.0,32500.0
Michael Burgess,DIS,0.0,[20003757676],"[20003757677, 20003713099]",32500.0,40500.0
Michael Burgess,ILMN,0.0,"[20003771228, 20003770322]",[20003770323],65000.0,8000.0
Michael Burgess,MS,0.0,[20003755526],[20003755527],32500.0,8000.0
Michael Burgess,RY,0.0,[20003770326],[20003770327],8000.0,8000.0
Michael Burgess,SYK,0.0,[20003761133],"[20003758588, 20003758589, 20003757675, 20003756317, 20003756318, 20003755776, 20003753441, 20003751193, 20003751194, 20003749071, 20003724390, 20003724391, 20003721095, 20003721096, 20003721097, 20003720179, 20003718282, 20003713098, 20003708910, 20003708911, 20003708912, 20003707637, 20003707638]",8000.0,518000.0
Michael Burgess,UPS,130.38966958556637,[20003770184],[20003770185],8000.0,8000.0
Michael McCaul,AAP,0.0,"[20003760252, 20003760256, 20003760410, 20003760414]","[20003728303, 20003728331, 20003710710, 20003710736, 20003672823, 20003672850]",123500.0,540500.0
Michael McCaul,ACN,0.0,"[20003763025, 20003763080, 20003761361, 20003761432, 20003759981]",[20003760039],162500.0,8000.0
Michael McCaul,ACN,-2160.498830839776,[20003760301],[20003760359],32500.0,8000.0
Michael McCaul,ADBE,0.0,"[20003762385, 20003762446, 20003759983]",[20003760036],97500.0,8000.0
Michael McCaul,ADBE,1091.5263700718094,[20003760303],[20003760356],32500.0,8000.0
Michael McCaul,ADBE,0.0,"[20003758159, 20003758212, 20003755829, 20003755867, 20003755263, 20003755325]","[20003728126, 20003728143, 20003728149, 20003728152, 20003728243, 20003728262, 20003728267, 20003728270, 20003710462, 20003710503, 20003710507, 20003710508, 20003710655, 20003710695, 20003710700, 20003710701, 20003701086, 20003701124]",237500.0,1937500.0
Michael McCaul,ADP,0.0,"[20003766639, 20003766697]","[20003764574, 20003764707]",65000.0,65000.0
Michael McCaul,ADP,0.0,"[20003762377, 20003762438]","[20003760034, 20003760354, 20003740051, 20003740142, 20003723959, 20003724005]",65000.0,188500.0
Michael McCaul,ADP,0.0,"[20003717446, 20003717534]","[20003728114, 20003728233, 20003710436, 20003710488, 20003710628, 20003710681, 20001643391, 20001643433]",107500.0,289500.0
Michael McCaul,AER,0.0,"[20003767992, 20003768103, 20003739976, 20003740068]","[20002640878, 20002640923]",500000.0,65000.0
Michael McCaul,AIG,0.0,[20001690511],[20001690527],175000.0,32500.0
Michael McCaul,AIT,0.0,"[20003769932, 20003770032]","[20003767993, 20003768104, 20003760021, 20003760341]",65000.0,81000.0
Michael McCaul,AIT,0.0,"[20003717478, 20003717566]","[20003710387, 20003710580]",16000.0,16000.0
Michael McCaul,ALL,0.0,"[20003767401, 20003767470]","[20003764646, 20003764779, 20003720643, 20003720656, 20003728289, 20003728317, 20003710708, 20003710734]",83000.0,605500.0
Michael McCaul,ALLY,0.0,"[20003750672, 20003750732]","[20003717598, 20003717614, 20003728297, 20003728325, 20003710731, 20003710770, 20003714874, 20003714888, 20003672822, 20003672849]",83000.0,461000.0
Michael McCaul,AMZN,0.0,"[20003769931, 20003770031]","[20003769256, 20003769257]",107500.0,250000.0
Michael McCaul,AMZN,0.0,[20003769398],"[20003769399, 20003764581, 20003764714]",32500.0,325000.0
Michael McCaul,AMZN,-206.19123724688498,[20003761354],[20003761372],75000.0,8000.0
Michael McCaul,AMZN,-206.19123724688498,[20003761425],[20003761444],75000.0,8000.0
Michael McCaul,AMZN,-98.19364272771487,"[20003759973, 20003759987]","[20003760044, 20003760057]",107500.0,40500.0
Michael McCaul,AMZN,-98.19364272771487,"[20003760293, 20003760307]","[20003760367, 20003760374]",107500.0,16000.0
Michael McCaul,AMZN,0.0,"[20003758156, 20003758209]","[20003753654, 20003753712, 20003740046, 20003740137, 20003728133, 20003728150, 20003728155, 20003728252, 20003728268, 20003728273, 20003710475, 20003710480, 20003710512, 20003710669, 20003710674, 20003710705]",150000.0,1119500.0
Michael McCaul,ANET,0.0,"[20003772520, 20003772623, 20003769934, 20003770034]","[20003769258, 20003769400]",315000.0,250000.0
Michael McCaul,AON,0.0,"[20003771024, 20003771115]","[20003764568, 20003764701, 20003763038, 20003763093, 20003762393, 20003762454, 20003761393, 20003761465, 20003759313, 20003759364, 20003760025, 20003760229, 20003760240, 20003760345, 20003760387, 20003760394, 20003755284, 20003755344, 20003750668, 20003750729, 20003728111, 20003728140, 20003728230, 20003728260, 20003710429, 20003710479, 20003710514, 20003710622, 20003710672, 20003710743, 20002640881, 20002640927]",150000.0,2073000.0
Michael McCaul,ARW,0.0,"[20003769935, 20003769936, 20003770035, 20003770036]","[20003760018, 20003760338]",130000.0,16000.0
Michael McCaul,ARW,0.0,"[20003723938, 20003723985, 20003717480]",[20003717495],24000.0,32500.0
Michael McCaul,ARW,0.0,[20003717568],"[20003717583, 20003728087, 20003728206, 20003710410, 20003710604]",8000.0,64500.0
Michael McCaul,ASML,0.0,"[20003762372, 20003762434]","[20003760030, 20003760350]",150000.0,16000.0
Michael McCaul,AVY,0.0,"[20003750632, 20003750641, 20003750692, 20003750701]","[20003740012, 20003740104]",81000.0,16000.0
Michael McCaul,AVY,0.0,"[20003720543, 20003720590]","[20001690431, 20001690446, 20001690447, 20001690475, 20001690490, 20001690491, 20001643386, 20001643427]",250000.0,430000.0
Michael McCaul,BECN,0.0,"[20003769937, 20003770037]","[20003760007, 20003760327]",65000.0,16000.0
Michael McCaul,BECN,0.0,"[20003750651, 20003750710, 20003723939, 20003723987, 20003720561, 20003720611, 20003717454, 20003717463, 20003717539, 20003717551]","[20003710386, 20003710579]",80000.0,16000.0
Michael McCaul,BJ,0.0,"[20003769938, 20003769939, 20003770038, 20003770039, 20003765491, 20003765549, 20003764542, 20003764675, 20003762388, 20003762449]","[20003760008, 20003760328, 20003755837, 20003755875]",178000.0,81000.0
Michael McCaul,BJ,0.0,"[20003750649, 20003750711, 20003739984, 20003739985, 20003739987, 20003740076, 20003740077, 20003740079, 20003723947, 20003723995, 20003717456, 20003717483, 20003717543, 20003717571]","[20003710368, 20003710561]",161000.0,16000.0
Michael McCaul,BKNG,0.0,"[20003750635, 20003750695]","[20003740024, 20003740116]",16000.0,16000.0
Michael McCaul,BKNG,16.461898106908826,[20003710345],[20003710404],8000.0,8000.0
Michael McCaul,BKNG,16.461898106908826,[20003710538],[20003710598],32500.0,8000.0
Michael McCaul,BRC,0.0,"[20003717475, 20003717563]","[20003728077, 20003728196]",16000.0,16000.0
Michael McCaul,BSX,-241.40184932461247,"[20003769265, 20003769266, 20003769267]","[20003769268, 20003769269]",182500.0,150000.0
Michael McCaul,BSX,0.0,"[20003769407, 20003769408, 20003769409]","[20003769410, 20003769411, 20003763031, 20003763032, 20003763086, 20003763087, 20003762396, 20003762457, 20003760035, 20003760226, 20003760355, 20003760385]",97500.0,426000.0
Michael McCaul,BSX,0.0,"[20003739983, 20003740075, 20003717443, 20003717453]",[20003717490],105500.0,8000.0
Michael McCaul,BSX,0.0,"[20003717531, 20003717544]",[20003717578],83000.0,8000.0
Michael McCaul,BSX,-123.20864906850785,"[20003728056, 20003728057]","[20003728121, 20003728141]",107500.0,40500.0
Michael McCaul,BSX,0.0,"[20003728175, 20003728176]","[20003728240, 20003728258, 20003710430, 20003710482, 20003710624, 20003710675]",150000.0,231000.0
Michael McCaul,BURL,0.0,"[20003758162, 20003758164, 20003758172, 20003758214, 20003758217, 20003758225, 20003755256, 20003755318]","[20002640880, 20002640884, 20002640924, 20002640928, 20001690432, 20001690434, 20001690435, 20001690476, 20001690478, 20001690479, 20001643387, 20001643389, 20001643392, 20001643430, 20001643432, 20001643434]",302500.0,690000.0
Michael McCaul,C,0.0,"[20003771074, 20003771165]","[20003769273, 20003769415, 20003768003, 20003768004, 20003768082, 20003768114, 20003768115, 20003768193]",207500.0,1057500.0
Michael McCaul,C,0.0,"[20003767403, 20003767472]","[20003764569, 20003764635, 20003764702, 20003764768, 20003760050, 20003760369, 20003753646, 20003753704]",40500.0,329000.0
Michael McCaul,C,0.0,"[20003752104, 20003752110]","[20003750680, 20003750740, 20003740035, 20003740127, 20003720646, 20003720659]",250000.0,431000.0
Michael McCaul,C,0.0,[20003710329],[20003710455],75000.0,32500.0
Michael McCaul,C,0.0,[20003710522],"[20003710649, 20002640879, 20002640926]",175000.0,97500.0
Michael McCaul,CAG,0.0,"[20003755376, 20003755389]","[20003753744, 20003753764, 20003714881, 20003714895]",107500.0,290500.0
Michael McCaul,CDW,0.0,"[20003753635, 20003753693, 20003750633, 20003750638, 20003750693, 20003750698]","[20003740009, 20003740101]",97000.0,16000.0
Michael McCaul,CMCSA,0.0,"[20003771617, 20003771667]","[20003768006, 20003768117, 20003764576, 20003764710, 20003760049, 20003760368, 20003753645, 20003753660, 20003753664, 20003753703, 20003753718, 20003753722, 20003740018, 20003740041, 20003740110, 20003740132, 20003717496, 20003717584, 20003728071, 20003728190, 20003710408, 20003710445, 20003710602, 20003710638, 20003701069, 20003701107, 20001643397, 20001643440]",65000.0,1295500.0
Michael McCaul,CMG,0.0,"[20003769943, 20003770043, 20003769271]",[20003769272],182500.0,32500.0
Michael McCaul,CMG,103.24342839104837,[20003769413],[20003769414],32500.0,32500.0
Michael McCaul,CNXC,0.0,"[20003717470, 20003717558]","[20003728065, 20003728185, 20003710369, 20003710562]",16000.0,32000.0
Michael McCaul,COF,0.0,"[20003771019, 20003771110]","[20003764551, 20003764687]",107500.0,65000.0
Michael McCaul,COF,0.0,"[20003758151, 20003758204]","[20003740038, 20003740129, 20003701065, 20003701103]",350000.0,81000.0
Michael McCaul,COP,0.0,"[20003769274, 20003769416, 20003766642, 20003766643, 20003766700, 20003766701, 20003765478, 20003765480, 20003765534, 20003765537]","[20003764564, 20003764699]",1131000.0,65000.0
Michael McCaul,CSL,0.0,"[20003769941, 20003770041, 20003764543, 20003764676, 20003762383, 20003762444]","[20003760006, 20003760326, 20003755296, 20003755359, 20003753661, 20003753665, 20003753719, 20003753723]",146000.0,381000.0
Michael McCaul,CSL,0.0,"[20003750639, 20003750699, 20003720541, 20003720589, 20003717468, 20003717556]","[20003728100, 20003728219, 20003710409, 20003710603, 20003714823, 20003714859]",282000.0,182000.0
Michael McCaul,CVS,0.0,"[20003768083, 20003768194, 20003764597, 20003764599]","[20003764630, 20003764631]",390500.0,350000.0
Michael McCaul,CVS,0.0,"[20003764730, 20003764732]","[20003764763, 20003764764]",65000.0,65000.0
Michael McCaul,CVS,0.0,"[20003759331, 20003759381]","[20003720648, 20003720661, 20003717599, 20003717615, 20003728296, 20003728324, 20003710714, 20003710740, 20003691077, 20003691100]",107500.0,621500.0
Michael McCaul,CVX,0.0,"[20003771711, 20003771721, 20003770017, 20003770117]","[20003764647, 20003764780, 20003760267, 20003760425, 20003750679, 20003750739, 20003740164, 20003740184, 20003720647, 20003720660, 20003717601, 20003717617, 20003728285, 20003728290, 20003728313, 20003728318, 20003710711, 20003710737]",223500.0,1284500.0
Michael McCaul,CVX,0.0,"[20003701130, 20003701144]","[20003691074, 20003691095]",65000.0,40500.0
Michael McCaul,D,0.0,"[20003772707, 20003771714, 20003771724]","[20003769377, 20003769519]",482500.0,207500.0
Michael McCaul,DCI,0.0,"[20003769955, 20003770055]","[20003764546, 20003764679, 20003760015, 20003760335]",65000.0,32000.0
Michael McCaul,DCI,0.0,"[20003755833, 20003755871, 20003739990, 20003740082, 20003723941, 20003723946, 20003723989, 20003723994, 20003720558, 20003720563, 20003720608, 20003720613, 20003717481, 20003717569]","[20003728068, 20003728187, 20003710374, 20003710567]",112000.0,32000.0
Michael McCaul,DFCEX,0.0,"[20003769387, 20003769529, 20003766689, 20003766749, 20003763060, 20003763115, 20003760271]","[20003760275, 20003760276, 20003760277, 20003760278, 20003760279, 20003760280, 20003760281, 20003760282, 20003760283, 20003760284]",56000.0,944500.0
Michael McCaul,DFCEX,-34.2903322163351,[20003760429],"[20003760433, 20003760434, 20003760435, 20003760436, 20003760437, 20003760438, 20003760439, 20003760440, 20003760441, 20003760442]",8000.0,147000.0
Michael McCaul,DOV,0.0,"[20003723937, 20003723986, 20003720559, 20003720609]","[20003728078, 20003728197, 20003710382, 20003710575]",32000.0,32000.0
Michael McCaul,DOW,0.0,"[20003766668, 20003766726]","[20003764644, 20003764777, 20003763056, 20003763111]",40500.0,415000.0
