Politician,Ticker,Annualized Percentage Profit,Purchase Transaction IDs,Sell Transaction IDs,Total Purchase Amount,Total Sell Amount,Last Save ID,Last Sale ID,Transaction ID,Reporting Gap
Ro Khanna,DHR,-294.9716619043554,"[20003741841, 20003741362]",[20003741659],40500.0,32500.0,20003741659,20003741659,20003741659,31
Ro Khanna,DHR,-73.72241551324444,[20003741870],[20003750300],32500.0,75000.0,20003750300,20003750300,20003750300,21
Ro Khanna,DHR,-5.634376743193356,"[20003749919, 20003750030, 20003751733, 20003753084, 20003754631, 20003754908]","[20003755973, 20003756084, 20003757185, 20003760131, 20003760693, 20003760487]",97000.0,72500.0,20003760487,20003760487,20003760487,28
Ro Khanna,DHR,51.42212680877113,[20003758644],"[20003758830, 20003760828]",8000.0,40500.0,20003760828,20003760828,20003760828,33
Ro Khanna,DHR,-19.30841703611791,"[20003760966, 20003761773]","[20003761761, 20003764153, 20003763897, 20003764282, 20003764097]",40500.0,107000.0,20003764097,20003764097,20003764097,20
Ro Khanna,DHR,-66.20303521896568,"[20003765011, 20003765146]",[20003765705],65000.0,32500.0,20003765705,20003765705,20003765705,31
Ro Khanna,DHR,-56.52139633470914,"[20003765772, 20003766975, 20003768592]","[20003769169, 20003768998]",24000.0,107500.0,20003768998,20003768998,20003768998,8
Ro Khanna,DIS,-0.247842371120404,"[20001642463, 20001642397, 20002388390, 20002388367, 20003671254, 20003671184]",[20003686915],48000.0,32500.0,20003686915,20003686915,20003686915,40
Ro Khanna,DIS,25.967174407332198,"[20003684271, 20003687927]",[20003686912],107500.0,32500.0,20003686912,20003686912,20003686912,22
Ro Khanna,DIS,-0.3019326941695743,"[20003698415, 20003698509]",[20003707484],65000.0,75000.0,20003707484,20003707484,20003707484,33
Ro Khanna,DIS,207.75688345863003,"[20003708637, 20003708589, 20003708565]","[20003708189, 20003708079]",97500.0,40500.0,20003708079,20003708079,20003708079,32
Ro Khanna,DIS,-227.93157280155398,"[20003708278, 20003708537]",[20003748529],40500.0,8000.0,20003748529,20003748529,20003748529,38
Ro Khanna,DIS,286.44314207078315,[20003748489],[20003748690],8000.0,8000.0,20003748690,20003748690,20003748690,31
Ro Khanna,DIS,-183.28738602800178,"[20003748955, 20003748962, 20003748948]",[20003748854],24000.0,32500.0,20003748854,20003748854,20003748854,24
Ro Khanna,DIS,23.415101817786592,"[20003747831, 20003747838, 20003748092]",[20003716396],73000.0,32500.0,20003716396,20003716396,20003716396,22
Ro Khanna,DIS,-93.49284627744238,[20003716532],"[20003723495, 20003723470, 20003723445, 20003722534, 20003723267]",32500.0,162500.0,20003723267,20003723267,20003723267,25
Ro Khanna,DIS,-368.51631197333546,"[20003722661, 20003722864]","[20003723029, 20003722769]",16000.0,16000.0,20003722769,20003722769,20003722769,15
Ro Khanna,DIS,-78.44407196776424,"[20003722440, 20003742436, 20003741368, 20003741439, 20003741859, 20003741936, 20003741822, 20003741861, 20003750202, 20003749891, 20003749857, 20003749887]","[20003749875, 20003750380, 20003749893, 20003750298, 20003750046]",328000.0,131500.0,20003750046,20003750046,20003750046,20
Ro Khanna,DIS,-25.698376906547477,"[20003750262, 20003751709, 20003752924, 20003753087, 20003754601, 20003754935, 20003754581]",[20003754802],129500.0,8000.0,20003754802,20003754802,20003754802,8
Ro Khanna,DIS,20.332761135249513,[20003754897],"[20003755950, 20003756083, 20003756229]",32500.0,24000.0,20003756229,20003756229,20003756229,21
Ro Khanna,DIS,-76.0179345823692,[20003757218],"[20003757521, 20003760674, 20003760464]",8000.0,140000.0,20003760464,20003760464,20003760464,28
Ro Khanna,DIS,-36.76964954975607,"[20003758748, 20003758912, 20003758663, 20003758687, 20003760929]",[20003761904],64500.0,32500.0,20003761904,20003761904,20003761904,24
Ro Khanna,DIS,49.11099960846293,[20003761646],"[20003762820, 20003762755, 20003762659, 20003764163]",8000.0,56500.0,20003764163,20003764163,20003764163,39
Ro Khanna,DIS,-152.8323929314473,[20003764193],"[20003764101, 20003764287]",32500.0,83000.0,20003764287,20003764287,20003764287,20
Ro Khanna,DIS,3.5539045556690363,[20003765023],"[20003765250, 20003765704]",8000.0,65000.0,20003765704,20003765704,20003765704,31
Ro Khanna,DIS,-28.59608165068098,[20003765773],"[20003767053, 20003767743, 20003767580, 20003767749, 20003767574, 20003767745, 20003767573, 20003767750, 20003767579, 20003767575, 20003767746]",8000.0,88000.0,20003767746,20003767746,20003767746,7
Ro Khanna,DIS,0.0,"[20003768579, 20003768793]","[20003769004, 20003769706]",40500.0,40500.0,20003769706,20003769706,20003769706,33
Ro Khanna,DKS,69.80691052687222,[20003742149],[20003765288],8000.0,8000.0,20003765288,20003765288,20003765288,12
Ro Khanna,DLR,-6.159030442162262,"[20003688100, 20003684921, 20003698575]","[20003708445, 20003747995, 20003716494]",48500.0,48500.0,20003716494,20003716494,20003716494,22
Ro Khanna,DLR,-42.290835769058106,"[20003716568, 20003722930, 20003722727]","[20003741760, 20003742230]",48500.0,40500.0,20003742230,20003742230,20003742230,18
Ro Khanna,DLR,-66.98777436152372,"[20003749995, 20003753131]",[20003757328],16000.0,8000.0,20003757328,20003757328,20003757328,34
Ro Khanna,DLR,-21.45888838560743,"[20003757401, 20003760201, 20003761849]",[20003761717],24000.0,8000.0,20003761717,20003761717,20003761717,14
Ro Khanna,DLR,-94.1230810562338,[20003762639],"[20003764379, 20003764366]",8000.0,16000.0,20003764366,20003764366,20003764366,20
Ro Khanna,DLTR,-53.406565578917366,"[20003685321, 20003688267, 20003686894]","[20003698693, 20003707578]",24000.0,16000.0,20003707578,20003707578,20003707578,33
Ro Khanna,DLTR,2.7038505876255243,"[20003708181, 20003748256, 20003741951, 20003752971]",[20003754875],32000.0,8000.0,20003754875,20003754875,20003754875,8
Ro Khanna,DLTR,-56.82979346000577,[20003757241],[20003760503],8000.0,8000.0,20003760503,20003760503,20003760503,28
Ro Khanna,DLTR,-39.0814329152381,"[20003762635, 20003764025]","[20003765108, 20003765267]",16000.0,16000.0,20003765267,20003765267,20003765267,12
Ro Khanna,DLTR,-139.8901135055854,[20003765775],"[20003767085, 20003768778]",8000.0,16000.0,20003768778,20003768778,20003768778,37
Ro Khanna,DLTR,31.848557251809066,"[20003768955, 20003769653]",[20003772264],16000.0,8000.0,20003772264,20003772264,20003772264,16
Ro Khanna,DOCU,-63.67945933888121,"[20003684232, 20003684147, 20003688306]","[20003707595, 20003707341, 20003748505]",24000.0,24000.0,20003748505,20003748505,20003748505,35
Ro Khanna,DOCU,-267.7544823161803,"[20003748774, 20003748117, 20003747909]",[20003748049],48500.0,8000.0,20003748049,20003748049,20003748049,19
Ro Khanna,DOCU,-121.48090564111537,"[20003716635, 20003723129, 20003722741]",[20003723064],48500.0,8000.0,20003723064,20003723064,20003723064,15
Ro Khanna,DOCU,-59.332779384799615,"[20003722944, 20003741975]","[20003742303, 20003756192, 20003756187, 20003760732]",16000.0,32000.0,20003760732,20003760732,20003760732,29
Ro Khanna,DOCU,-1.9676000719254356,"[20003760454, 20003758794]","[20003761977, 20003769780]",16000.0,16000.0,20003769780,20003769780,20003769780,33
Ro Khanna,DOV,-24.773358048652778,[20003698537],[20003742225],8000.0,32500.0,20003742225,20003742225,20003742225,36
Ro Khanna,DOV,-4.8581637720104816,"[20003741516, 20003741900]",[20003754846],16000.0,8000.0,20003754846,20003754846,20003754846,31
Ro Khanna,DOV,-36.66903136905384,[20003767114],[20003769088],8000.0,8000.0,20003769088,20003769088,20003769088,8
Ro Khanna,DOW,-20.682409838296913,"[20003685262, 20003707410]",[20003708217],16000.0,8000.0,20003708217,20003708217,20003708217,35
Ro Khanna,DOW,-93.14614575715513,[20003748563],[20003748885],8000.0,8000.0,20003748885,20003748885,20003748885,24
Ro Khanna,DOW,-15.764246687600636,[20003748172],"[20003750094, 20003751847]",8000.0,16000.0,20003751847,20003751847,20003751847,21
Ro Khanna,DOW,-40.99345769586376,"[20003752963, 20003753111, 20003754726]","[20003757288, 20003757541]",24000.0,16000.0,20003757541,20003757541,20003757541,33
Ro Khanna,DOW,-6.129825126163757,"[20003760653, 20003758769]",[20003761952],16000.0,8000.0,20003761952,20003761952,20003761952,24
Ro Khanna,DOW,4.993082054695055,[20003761661],"[20003764442, 20003765402]",8000.0,16000.0,20003765402,20003765402,20003765402,13
Ro Khanna,DOW,-40.617087183542694,"[20003767232, 20003768863]","[20003769146, 20003769063, 20003769743]",40500.0,48500.0,20003769743,20003769743,20003769743,33
Ro Khanna,DOX,-35.100899681566794,[20003708336],[20003748888],8000.0,8000.0,20003748888,20003748888,20003748888,24
Ro Khanna,DPZ,-4.631543630677808,"[20003688271, 20003685371, 20003708636, 20003708588, 20003708564]","[20003708241, 20003708492]",113500.0,16000.0,20003708492,20003708492,20003708492,28
Ro Khanna,DPZ,-70.64361600862664,"[20003716915, 20003716901, 20003716887, 20003720123, 20003720111, 20003720099]","[20003723493, 20003723468, 20003723443]",48000.0,97500.0,20003723443,20003723443,20003723443,30
Ro Khanna,DPZ,7.833654773126383,[20003742120],[20003742408],8000.0,8000.0,20003742408,20003742408,20003742408,18
Ro Khanna,DRI,-29.496303875788772,[20003707440],"[20003748890, 20003748043]",8000.0,16000.0,20003748043,20003748043,20003748043,19
Ro Khanna,DRI,-14.820134298355372,"[20003748232, 20003723242, 20003742087]",[20003751856],24000.0,8000.0,20003751856,20003751856,20003751856,21
Ro Khanna,DT,-239.62325513080907,"[20003723214, 20003722963]",[20003723071],16000.0,8000.0,20003723071,20003723071,20003723071,15
Ro Khanna,DT,8.13315229440111,[20003742023],"[20003751835, 20003758631, 20003758633, 20003769184, 20003770831]",8000.0,64500.0,20003770831,20003770831,20003770831,26
Ro Khanna,DUK,29.006118708843857,[20003684487],[20003687045],8000.0,8000.0,20003687045,20003687045,20003687045,30
Ro Khanna,DUK,-59.55642155349248,"[20003764453, 20003763872]","[20003763904, 20003764478]",16000.0,16000.0,20003764478,20003764478,20003764478,12
Ro Khanna,DVA,-37.59143658809966,"[20003698643, 20003708409]",[20003748933],16000.0,8000.0,20003748933,20003748933,20003748933,24
Ro Khanna,DVA,-78.45047631021896,[20003760853],[20003761752],8000.0,8000.0,20003761752,20003761752,20003761752,14
Ro Khanna,DVA,-13.309736163537147,[20003764236],[20003765279],8000.0,8000.0,20003765279,20003765279,20003765279,12
Ro Khanna,DXC,-92.84241645322528,[20003708342],[20003748892],8000.0,8000.0,20003748892,20003748892,20003748892,24
Ro Khanna,DXC,-105.07106582350909,[20003765216],[20003767717],8000.0,8000.0,20003767717,20003767717,20003767717,30
Ro Khanna,DXCM,-25.8984885436846,"[20003684241, 20003684186, 20003688131, 20003685367, 20003685373]","[20003747989, 20003748306]",64500.0,16000.0,20003748306,20003748306,20003748306,18
Ro Khanna,DXCM,-42.63354292060652,"[20003716355, 20003716574, 20003741949, 20003741508, 20003741945]","[20003750084, 20003751794]",64500.0,40500.0,20003751794,20003751794,20003751794,21
Ro Khanna,DXCM,66.21050044218259,"[20003752965, 20003753144, 20003755027]","[20003755998, 20003756093, 20003760152]",24000.0,24000.0,20003760152,20003760152,20003760152,29
Ro Khanna,DXCM,-35.59774222649304,[20003764087],"[20003767039, 20003767694]",8000.0,16000.0,20003767694,20003767694,20003767694,30
Ro Khanna,DXCM,-450.7008643607465,[20003768615],[20003769090],8000.0,8000.0,20003769090,20003769090,20003769090,29
Ro Khanna,EA,-8.834234887395628,"[20003684582, 20003688141, 20003698579]","[20003708452, 20003748664]",24000.0,16000.0,20003748664,20003748664,20003748664,31
Ro Khanna,EA,-29.77376977004014,"[20003748749, 20003747880, 20003716361]","[20003723330, 20003741714]",48500.0,16000.0,20003741714,20003741714,20003741714,31
Ro Khanna,EA,-4.133816941645736,"[20003741979, 20003750237, 20003749952]","[20003753213, 20003757295]",24000.0,16000.0,20003757295,20003757295,20003757295,34
Ro Khanna,EA,-41.82175925715268,"[20003757444, 20003760647]","[20003761005, 20003760874]",16000.0,16000.0,20003760874,20003760874,20003760874,22
Ro Khanna,EA,6.057606154817263,"[20003761871, 20003765025]","[20003767227, 20003767031]",16000.0,16000.0,20003767031,20003767031,20003767031,8
Ro Khanna,EBAY,-29.434253833055443,[20003688199],[20003748881],8000.0,8000.0,20003748881,20003748881,20003748881,24
Ro Khanna,EBAY,-34.73856617017514,[20003748116],[20003716450],32500.0,8000.0,20003716450,20003716450,20003716450,22
Ro Khanna,EBAY,-113.69624203178789,"[20003722921, 20003722718, 20003722899, 20003722696, 20003741882]","[20003741694, 20003742196]",64500.0,40500.0,20003742196,20003742196,20003742196,18
Ro Khanna,EBAY,-33.34808535042143,"[20003749950, 20003753126]","[20003754843, 20003757578]",16000.0,16000.0,20003757578,20003757578,20003757578,33
Ro Khanna,EBAY,33.19101810645305,[20003761846],[20003764402],8000.0,8000.0,20003764402,20003764402,20003764402,20
Ro Khanna,ECL,-17.955446024528097,"[20003684423, 20003688068, 20003748094]","[20003747972, 20003748283]",73000.0,40500.0,20003748283,20003748283,20003748283,18
Ro Khanna,ECL,-301.32296782370554,[20003716336],[20003716714],8000.0,32500.0,20003716714,20003716714,20003716714,19
Ro Khanna,ECL,-176.02359561253994,"[20003722867, 20003722664]","[20003742217, 20003741711]",16000.0,40500.0,20003741711,20003741711,20003741711,31
Ro Khanna,ECL,-2.7429076369545453,"[20003749951, 20003751758, 20003755022, 20003754918, 20003754620]","[20003760714, 20003760983, 20003760864]",64500.0,48500.0,20003760864,20003760864,20003760864,22
Ro Khanna,ECL,20.905914701680008,[20003761795],"[20003769188, 20003770685, 20003772236]",8000.0,73000.0,20003772236,20003772236,20003772236,16
Ro Khanna,ED,131.94534819570165,[20003684904],[20003687074],8000.0,8000.0,20003687074,20003687074,20003687074,30
Ro Khanna,EEFT,-1.5945096528895022,[20003708370],[20003742361],8000.0,8000.0,20003742361,20003742361,20003742361,18
Ro Khanna,EFX,1.769571345771571,"[20003686428, 20003688178]",[20003748071],16000.0,8000.0,20003748071,20003748071,20003748071,28
Ro Khanna,EFX,-19.986221201307153,"[20003747902, 20003748171]","[20003716455, 20003716744, 20003723379]",16000.0,24000.0,20003723379,20003723379,20003723379,25
Ro Khanna,EFX,-24.13742373380246,"[20003722887, 20003722684]",[20003741721],16000.0,8000.0,20003741721,20003741721,20003741721,31
Ro Khanna,EFX,-47.02184360573572,"[20003741852, 20003753006]","[20003757335, 20003757613]",40500.0,16000.0,20003757613,20003757613,20003757613,33
Ro Khanna,EFX,-19.19255090438788,[20003763999],[20003765790],8000.0,8000.0,20003765790,20003765790,20003765790,10
Ro Khanna,EFX,-58.15068118183961,"[20003766965, 20003768915]","[20003769101, 20003769735]",16000.0,16000.0,20003769735,20003769735,20003769735,33
Ro Khanna,EHC,-25.81459396762304,[20003760655],[20003761982],8000.0,8000.0,20003761982,20003761982,20003761982,24
Ro Khanna,EL,-43.56726053454588,"[20003684221, 20003685297, 20003686236, 20003684133]",[20003688344],56500.0,32500.0,20003688344,20003688344,20003688344,29
Ro Khanna,EL,6.129100978677703,[20003698552],"[20003707332, 20003708219, 20003747979, 20003748342]",8000.0,32000.0,20003748342,20003748342,20003748342,18
Ro Khanna,EL,-89.17142133427392,[20003716363],[20003723286],8000.0,32500.0,20003723286,20003723286,20003723286,25
Ro Khanna,EL,-241.37669156074378,"[20003722940, 20003722737]","[20003742498, 20003742476, 20003741675]",16000.0,48500.0,20003741675,20003741675,20003741675,31
Ro Khanna,EL,-25.97154027821255,"[20003741845, 20003741348, 20003750000, 20003749941, 20003749994]","[20003754880, 20003754835, 20003755986, 20003756044]",64500.0,32000.0,20003756044,20003756044,20003756044,20
Ro Khanna,EL,228.2795522244068,"[20003757219, 20003757416]",[20003760160],16000.0,8000.0,20003760160,20003760160,20003760160,29
Ro Khanna,EL,-18.43900329638671,[20003760631],"[20003760512, 20003761970, 20003764160, 20003764377, 20003765101]",8000.0,40000.0,20003765101,20003765101,20003765101,15
Ro Khanna,EL,-133.82303721312817,[20003765737],[20003767041],8000.0,8000.0,20003767041,20003767041,20003767041,8
Ro Khanna,EL,-101.43061085912639,"[20003767598, 20003768598]","[20003769040, 20003769720]",40500.0,16000.0,20003769720,20003769720,20003769720,33
Ro Khanna,ELAN,-48.18609196187594,"[20003688071, 20003708406]",[20003716720],40500.0,32500.0,20003716720,20003716720,20003716720,19
Ro Khanna,ELAN,-72.51349013948186,"[20003757374, 20003757187, 20003757376, 20003757391, 20003757396, 20003757390, 20003760591, 20003760561, 20003760564, 20003760570, 20003760595, 20003760598, 20003760563, 20003760622, 20003760567, 20003760587, 20003760557, 20003760617, 20003758766, 20003758768, 20003760840, 20003760930, 20003760927, 20003760937, 20003761885, 20003761790, 20003761889, 20003761844, 20003761806]",[20003761721],305500.0,8000.0,20003761721,20003761721,20003761721,14
Ro Khanna,ELAN,-97.07447202457153,[20003761810],[20003762748],8000.0,32500.0,20003762748,20003762748,20003762748,28
Ro Khanna,ELAN,47.8626062852239,[20003762713],"[20003764362, 20003764281, 20003765827, 20003765836, 20003767209, 20003767212, 20003767211, 20003770803, 20003770813, 20003771485, 20003771326, 20003771482]",8000.0,163000.0,20003771482,20003771482,20003771482,12
Ro Khanna,ELS,-23.749635692835664,[20003710314],[20003716734],32500.0,32500.0,20003716734,20003716734,20003716734,19
Ro Khanna,ELS,-32.908099487260905,[20003742047],[20003757606],8000.0,8000.0,20003757606,20003757606,20003757606,33
Ro Khanna,ELV,4.2682544181257995,"[20003684645, 20003686096]",[20003707497],16000.0,32500.0,20003707497,20003707497,20003707497,33
Ro Khanna,ELV,3.9545088375339494,"[20003708279, 20003748606, 20003750274, 20003760588]","[20003758704, 20003761007, 20003760865, 20003761979]",56500.0,32000.0,20003761979,20003761979,20003761979,24
Ro Khanna,ELV,132.7660336003929,[20003761617],[20003762735],8000.0,75000.0,20003762735,20003762735,20003762735,28
Ro Khanna,ELV,-5.178790725460202,"[20003764200, 20003763992, 20003765198]","[20003767674, 20003768726]",48500.0,16000.0,20003768726,20003768726,20003768726,37
Ro Khanna,EMN,-1.8758616978750422,[20003708141],"[20003722796, 20003723056]",8000.0,16000.0,20003723056,20003723056,20003723056,23
Ro Khanna,EMN,-72.8850588147095,[20003741575],[20003750137],8000.0,8000.0,20003750137,20003750137,20003750137,10
Ro Khanna,EMN,-21.25140402056008,[20003758804],[20003761017],8000.0,8000.0,20003761017,20003761017,20003761017,26
Ro Khanna,EMR,-62.36735935176382,"[20003684580, 20003688208, 20003685244]",[20003698666],24000.0,8000.0,20003698666,20003698666,20003698666,16
Ro Khanna,EMR,-137.97169134995139,[20003708111],[20003708476],8000.0,8000.0,20003708476,20003708476,20003708476,28
Ro Khanna,EMR,46.92454320979819,[20003748593],[20003747986],8000.0,8000.0,20003747986,20003747986,20003747986,28
Ro Khanna,EMR,-7.947088618592598,"[20003716353, 20003716558]","[20003723019, 20003722759, 20003742224]",40500.0,48500.0,20003742224,20003742224,20003742224,36
Ro Khanna,EMR,45.66993450862587,[20003741471],[20003742240],8000.0,32500.0,20003742240,20003742240,20003742240,18
Ro Khanna,EMR,46.92294529798653,[20003750180],"[20003751784, 20003753052]",32500.0,40500.0,20003753052,20003753052,20003753052,38
Ro Khanna,EMR,-156.91558134530106,[20003753149],[20003754820],8000.0,8000.0,20003754820,20003754820,20003754820,31
Ro Khanna,EMR,180.04051158720586,[20003754912],[20003757595],32500.0,8000.0,20003757595,20003757595,20003757595,33
Ro Khanna,EMR,31.98201830794175,"[20003761653, 20003764022]",[20003769010],16000.0,32500.0,20003769010,20003769010,20003769010,29
Ro Khanna,EMRAF,-50.28455447179523,"[20003764455, 20003763874]","[20003763906, 20003764481]",16000.0,16000.0,20003764481,20003764481,20003764481,12
Ro Khanna,ENB,-11.659598803471589,"[20003762857, 20003764475, 20003764934]",[20003764988],24000.0,8000.0,20003764988,20003764988,20003764988,32
Ro Khanna,ENLAY,4.922805386723516,[20003760912],[20003769130],32500.0,8000.0,20003769130,20003769130,20003769130,26
Ro Khanna,ENPH,-48.94077617010276,"[20003686230, 20003688213]","[20003698706, 20003707552]",16000.0,16000.0,20003707552,20003707552,20003707552,33
Ro Khanna,ENPH,-94.95756323137385,"[20003708130, 20003708347]","[20003748686, 20003748900]",16000.0,16000.0,20003748900,20003748900,20003748900,24
Ro Khanna,ENPH,2.2741371693826387,"[20003747906, 20003748197, 20003757256, 20003757488]","[20003758882, 20003758741, 20003761004, 20003760786]",32000.0,32000.0,20003760786,20003760786,20003760786,20
Ro Khanna,ENPH,-19.62401015638486,[20003761875],"[20003762819, 20003762655]",8000.0,16000.0,20003762655,20003762655,20003762655,13
Ro Khanna,ENPH,-23.8664323837417,[20003764020],[20003765106],8000.0,8000.0,20003765106,20003765106,20003765106,15
Ro Khanna,ENPH,-186.8398773117441,[20003765755],[20003767077],8000.0,8000.0,20003767077,20003767077,20003767077,8
Ro Khanna,ENPH,-351.7350106618245,[20003768653],[20003769778],8000.0,8000.0,20003769778,20003769778,20003769778,33
Ro Khanna,ENPH,-21.385347620479017,"[20003770767, 20003770655]","[20003772258, 20003772122]",16000.0,16000.0,20003772122,20003772122,20003772122,11
Ro Khanna,ENTG,-28.009028476126822,[20003741553],"[20003742410, 20003750123, 20003757581]",8000.0,24000.0,20003757581,20003757581,20003757581,33
Ro Khanna,EOG,-207.24954548802833,[20003685412],[20003687637],8000.0,8000.0,20003687637,20003687637,20003687637,30
Ro Khanna,EPAM,-57.34127255313967,"[20003748182, 20003716595, 20003723215, 20003742058]",[20003742305],32000.0,8000.0,20003742305,20003742305,20003742305,18
Ro Khanna,EPAM,-155.90844746320644,[20003753169],[20003757623],8000.0,8000.0,20003757623,20003757623,20003757623,33
Ro Khanna,EPAM,-65.23355067034746,[20003758809],"[20003761987, 20003761736]",8000.0,16000.0,20003761736,20003761736,20003761736,14
Ro Khanna,EPAM,-180.3402571596129,[20003764038],[20003765112],8000.0,8000.0,20003765112,20003765112,20003765112,15
Ro Khanna,EQH,18.6843459354359,[20003698449],[20003722555],8000.0,8000.0,20003722555,20003722555,20003722555,29
Ro Khanna,EQH,5.840648656101657,[20003749961],"[20003760178, 20003761725]",8000.0,16000.0,20003761725,20003761725,20003761725,14
Ro Khanna,EQIX,30.99089539636767,[20003685372],[20003688387],8000.0,8000.0,20003688387,20003688387,20003688387,29
Ro Khanna,EQIX,36.19875150149111,[20003707389],[20003748687],32500.0,8000.0,20003748687,20003748687,20003748687,31
Ro Khanna,EQIX,-75.02710340615145,"[20003747871, 20003747873]","[20003748307, 20003716264, 20003716435]",16000.0,24000.0,20003716435,20003716435,20003716435,22
Ro Khanna,EQIX,31.42022298396418,[20003716566],"[20003716266, 20003720090]",32500.0,16000.0,20003720090,20003720090,20003720090,7
Ro Khanna,EQIX,-152.23786517993162,"[20003722854, 20003722651]",[20003742481],16000.0,8000.0,20003742481,20003742481,20003742481,36
Ro Khanna,EQIX,-426.40223689193067,[20003742054],"[20003742503, 20003741701]",8000.0,40500.0,20003741701,20003741701,20003741701,31
Ro Khanna,EQIX,-43.88495119309515,[20003742064],[20003750386],8000.0,32500.0,20003750386,20003750386,20003750386,27
Ro Khanna,EQIX,8.237329726612538,[20003749940],[20003751795],8000.0,32500.0,20003751795,20003751795,20003751795,21
Ro Khanna,EQIX,-76.27930842973302,[20003753114],"[20003757292, 20003757560]",8000.0,16000.0,20003757560,20003757560,20003757560,33
Ro Khanna,EQIX,-8.924362067123614,[20003760599],[20003758867],8000.0,8000.0,20003758867,20003758867,20003758867,29
Ro Khanna,EQIX,32.52765892786959,"[20003761799, 20003761627]","[20003762766, 20003764155]",16000.0,16000.0,20003764155,20003764155,20003764155,39
Ro Khanna,EQIX,-21.52642598115233,[20003768817],[20003769030],32500.0,32500.0,20003769030,20003769030,20003769030,8
Ro Khanna,EQR,-45.02571508310576,"[20003685334, 20003688238]",[20003687909],16000.0,8000.0,20003687909,20003687909,20003687909,22
Ro Khanna,EQR,-50.44505787228535,[20003716630],"[20003742253, 20003741723]",8000.0,16000.0,20003741723,20003741723,20003741723,31
Ro Khanna,EQR,-22.03107657502918,"[20003750173, 20003750015, 20003754685, 20003754623, 20003757395]",[20003760469],64500.0,8000.0,20003760469,20003760469,20003760469,28
Ro Khanna,EQR,-10.74489694661644,[20003760629],[20003761926],8000.0,8000.0,20003761926,20003761926,20003761926,24
Ro Khanna,ES,91.07404230776446,[20003685249],[20003687204],8000.0,8000.0,20003687204,20003687204,20003687204,30
Ro Khanna,ESS,285.05722227020027,[20003686256],[20003688383],8000.0,8000.0,20003688383,20003688383,20003688383,29
Ro Khanna,ESS,-33.89015225179302,[20003716585],"[20003741774, 20003742264]",8000.0,16000.0,20003742264,20003742264,20003742264,18
Ro Khanna,ESS,-183.06056576163263,[20003754666],[20003754841],8000.0,8000.0,20003754841,20003754841,20003754841,8
Ro Khanna,ESS,0.3608767947362907,"[20003757468, 20003760651, 20003761828, 20003761644]","[20003764378, 20003764418]",32000.0,16000.0,20003764418,20003764418,20003764418,20
Ro Khanna,ESTC,-43.84934412892659,"[20003747891, 20003747938, 20003748244]",[20003716489],24000.0,8000.0,20003716489,20003716489,20003716489,22
Ro Khanna,ESTC,-12.706787763717042,[20003716637],"[20003723082, 20003742334]",8000.0,16000.0,20003742334,20003742334,20003742334,36
Ro Khanna,ESTC,-113.36352065267029,[20003757480],[20003760752],8000.0,8000.0,20003760752,20003760752,20003760752,28
Ro Khanna,ETN,-8.592804964733643,"[20003684644, 20003688232, 20003698553]","[20003748329, 20003716411, 20003716733, 20003723329]",24000.0,56500.0,20003723329,20003723329,20003723329,25
Ro Khanna,ETN,-82.59591382502525,"[20003722843, 20003722640, 20003741479, 20003741858]",[20003750323],56500.0,32500.0,20003750323,20003750323,20003750323,21
Ro Khanna,ETN,60.13235259181461,[20003751725],"[20003753023, 20003754823]",32500.0,16000.0,20003754823,20003754823,20003754823,31
Ro Khanna,ETN,77.66041805102886,[20003755000],"[20003761077, 20003761074, 20003761071]",8000.0,24000.0,20003761071,20003761071,20003761071,20
Ro Khanna,ETN,63.7636299929134,[20003763988],"[20003767764, 20003767758, 20003767752, 20003768996]",8000.0,105500.0,20003768996,20003768996,20003768996,29
Ro Khanna,ETSY,-42.29952146219363,"[20003685319, 20003707462, 20003708357]","[20003748903, 20003748021, 20003748057]",24000.0,24000.0,20003748057,20003748057,20003748057,19
Ro Khanna,ETSY,-74.03910797491838,[20003748160],"[20003716769, 20003723317]",8000.0,16000.0,20003723317,20003723317,20003723317,25
Ro Khanna,ETSY,-315.30471822879866,"[20003722895, 20003722692, 20003722929, 20003722726]",[20003741702],32000.0,8000.0,20003741702,20003741702,20003741702,31
Ro Khanna,ETSY,0.20517782129038006,"[20003749935, 20003753156, 20003757385]","[20003761971, 20003764330, 20003765081]",48500.0,24000.0,20003765081,20003765081,20003765081,15
Ro Khanna,EVBG,-21.681680462113054,[20003747912],[20003716479],8000.0,8000.0,20003716479,20003716479,20003716479,22
Ro Khanna,EW,-24.035207866007884,"[20003685284, 20003684913, 20003688076]",[20003707499],48500.0,32500.0,20003707499,20003707499,20003707499,33
Ro Khanna,EW,-49.08487488888969,[20003708282],[20003748668],32500.0,8000.0,20003748668,20003748668,20003748668,31
Ro Khanna,EW,-77.38449805292183,"[20003747899, 20003747954]","[20003748286, 20003716446]",16000.0,40500.0,20003716446,20003716446,20003716446,22
Ro Khanna,EW,-71.77401196636299,"[20003716544, 20003722968, 20003722861, 20003722658, 20003741833]","[20003741700, 20003742186]",89000.0,40500.0,20003742186,20003742186,20003742186,18
Ro Khanna,EW,-2.103815490650285,"[20003749965, 20003751734]",[20003753206],16000.0,8000.0,20003753206,20003753206,20003753206,16
Ro Khanna,EW,-145.47237066855968,"[20003754711, 20003754927]",[20003754816],40500.0,8000.0,20003754816,20003754816,20003754816,8
